product_hier_feature_1_desc,product_group_description,product_subgroup_desc,sku_id,size_code,style_color_description,style_color_id,period,range_segment,material,product_launch_date,colour_description,price_metric,sales,end_inv,total_stock,weeks_selling,standard_selling_price,standard_cost_price,aur,margin  v,sales v,discount v,discount %,margin %,distinct_store_count,pareto,season
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5188312,14,Style Option 12446,21908,202112,Seasonal,Nylon,10/01/2022,starlight,ENTRY,2,0,2,1,0.0,0.0,69.0,138.0,138.0,-138.0,-100.00%,100.00%,1,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5188313,2,Style Option 12446,21908,202112,Seasonal,Nylon,06/09/2021,starlight,ENTRY,2,0,2,1,0.0,0.0,69.0,138.0,138.0,-138.0,-100.00%,100.00%,1,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5188315,6,Style Option 12446,21908,202111,Carryover EOL,Nylon,04/02/2019,starlight,EXIT,2,1,3,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,2,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5188315,6,Style Option 12446,21908,202202,Carryover EOL,Nylon,04/02/2019,starlight,EXIT,1,0,1,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,2,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5188316,8,Style Option 12446,21908,202112,Seasonal,Nylon,11/03/2019,starlight,EXIT,1,1,2,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,1,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197892,0,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,EXIT,1,0,1,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,1,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197893,10,Style Option 13170,22632,202112,Carryover,Nylon Blend,28/01/2019,White,EXIT,1,0,1,1,98.0,11.28,98.0,86.72,98.0,0.0,0.00%,88.00%,5,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197893,10,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,EXIT,2,0,2,1,98.0,11.28,98.0,173.44,196.0,0.0,0.00%,88.00%,5,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197893,10,Style Option 13170,22632,202204,Carryover,Nylon Blend,28/01/2019,White,EXIT,2,0,2,1,98.0,11.28,98.0,173.44,196.0,0.0,0.00%,88.00%,5,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197893,10,Style Option 13170,22632,202205,Carryover,Nylon Blend,28/01/2019,White,EXIT,2,0,2,1,98.0,11.28,98.0,173.44,196.0,0.0,0.00%,88.00%,5,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197894,12,Style Option 13170,22632,202112,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,3,0,3,1,0.0,0.0,90.65,271.95,271.95,-271.95,-100.00%,100.00%,8,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197894,12,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,2,0,2,1,0.0,0.0,83.3,166.6,166.6,-166.6,-100.00%,100.00%,8,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197894,12,Style Option 13170,22632,202202,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,1,0,1,2,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,8,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197894,12,Style Option 13170,22632,202204,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,8,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197894,12,Style Option 13170,22632,202205,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,1,0,1,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,8,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197894,12,Style Option 13170,22632,202206,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,1,0,1,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,8,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197898,2,Style Option 13170,22632,202111,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,19,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197898,2,Style Option 13170,22632,202112,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,5,0,5,1,0.0,0.0,98.0,490.0,490.0,-490.0,-100.00%,100.00%,19,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197898,2,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,6,0,6,1,0.0,0.0,96.53,579.18,579.18,-579.18,-100.00%,100.00%,19,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197898,2,Style Option 13170,22632,202202,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,19,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197898,2,Style Option 13170,22632,202203,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,19,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197898,2,Style Option 13170,22632,202204,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,19,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202111,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,6,0,6,1,0.0,0.0,95.55,573.3,573.3,-573.3,-100.00%,100.00%,32,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202112,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,14,0,14,1,0.0,0.0,98.0,1372.0,1372.0,-1372.0,-100.00%,100.00%,32,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,6,0,6,1,0.0,0.0,98.0,588.0,588.0,-588.0,-100.00%,100.00%,32,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202202,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,4,1,5,1,0.0,0.0,98.0,392.0,392.0,-392.0,-100.00%,100.00%,32,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202203,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,7,0,7,1,0.0,0.0,98.0,686.0,686.0,-686.0,-100.00%,100.00%,32,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202204,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,4,0,4,1,0.0,0.0,98.0,392.0,392.0,-392.0,-100.00%,100.00%,32,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202205,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,11,0,11,1,0.0,0.0,95.55,1051.05,1051.05,-1051.05,-100.00%,100.00%,32,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197899,4,Style Option 13170,22632,202206,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,32,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202111,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,10,0,10,1,0.0,0.0,98.0,980.0,980.0,-980.0,-100.00%,100.00%,37,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202112,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,11,1,12,1,0.0,0.0,92.827777,1021.105547,1021.105547,-1021.105547,-100.00%,100.00%,37,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,8,0,8,1,0.0,0.0,85.75,686.0,686.0,-686.0,-100.00%,100.00%,37,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202202,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,11,0,11,1,0.0,0.0,96.53,1061.83,1061.83,-1061.83,-100.00%,100.00%,37,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202203,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,7,0,7,1,0.0,0.0,93.1,651.7,651.7,-651.7,-100.00%,100.00%,37,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202204,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,12,0,12,1,0.0,0.0,95.55,1146.6,1146.6,-1146.6,-100.00%,100.00%,37,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202205,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,7,1,8,1,0.0,0.0,98.0,686.0,686.0,-686.0,-100.00%,100.00%,37,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197900,6,Style Option 13170,22632,202206,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.00%,0.00%,37,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202111,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,15,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202112,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,15,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202201,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,15,Tail,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202202,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,1,0,1,1,0.0,0.0,73.5,73.5,73.5,-73.5,-100.00%,100.00%,15,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202203,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,15,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202204,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,4,1,5,1,0.0,0.0,98.0,392.0,392.0,-392.0,-100.00%,100.00%,15,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5197901,8,Style Option 13170,22632,202205,Carryover,Nylon Blend,28/01/2019,White,MIDDLE,5,0,5,2,0.0,0.0,98.0,490.0,490.0,-490.0,-100.00%,100.00%,15,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208083,10,Style Option 13342,22804,202112,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,1,0,1,1,0.0,0.0,128.0,128.0,128.0,-128.0,-100.00%,100.00%,3,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208083,10,Style Option 13342,22804,202202,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,6,0,6,1,0.0,0.0,108.5,651.0,651.0,-651.0,-100.00%,100.00%,3,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208088,2,Style Option 13342,22804,202112,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,2,0,2,1,0.0,0.0,89.0,178.0,178.0,-178.0,-100.00%,100.00%,2,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208088,2,Style Option 13342,22804,202204,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,1,1,2,1,0.0,0.0,128.0,128.0,128.0,-128.0,-100.00%,100.00%,2,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208089,4,Style Option 13342,22804,202112,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,2,0,2,1,0.0,0.0,128.0,256.0,256.0,-256.0,-100.00%,100.00%,5,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208089,4,Style Option 13342,22804,202202,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.00%,0.00%,5,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208089,4,Style Option 13342,22804,202204,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,8,0,8,1,0.0,0.0,89.0,712.0,712.0,-712.0,-100.00%,100.00%,5,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208089,4,Style Option 13342,22804,202206,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,1,0,1,1,0.0,0.0,128.0,128.0,128.0,-128.0,-100.00%,100.00%,5,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208090,6,Style Option 13342,22804,202112,Carryover,Nylon Blend,28/01/2019,Multi,MIDDLE,1,1,2,1,0.0,0.0,128.0,128.0,128.0,-128.0,-100.00%,100.00%,8,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208090,6,Style Option 13342,22804,202201,Carryover,Nylon Blend,28/01/2019,Multi,MIDDLE,6,0,6,2,0.0,0.0,89.0,534.0,534.0,-534.0,-100.00%,100.00%,8,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208090,6,Style Option 13342,22804,202204,Carryover,Nylon Blend,28/01/2019,Multi,MIDDLE,10,0,10,1,0.0,0.0,89.0,890.0,890.0,-890.0,-100.00%,100.00%,8,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208090,6,Style Option 13342,22804,202205,Carryover,Nylon Blend,28/01/2019,Multi,MIDDLE,12,0,12,1,0.0,0.0,92.0,1104.0,1104.0,-1104.0,-100.00%,100.00%,8,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208090,6,Style Option 13342,22804,202206,Carryover,Nylon Blend,28/01/2019,Multi,MIDDLE,4,0,4,1,0.0,0.0,89.0,356.0,356.0,-356.0,-100.00%,100.00%,8,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208091,8,Style Option 13342,22804,202201,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,7,0,7,1,0.0,0.0,115.0,805.0,805.0,-805.0,-100.00%,100.00%,3,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208091,8,Style Option 13342,22804,202204,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,2,0,2,1,0.0,0.0,128.0,256.0,256.0,-256.0,-100.00%,100.00%,3,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5208091,8,Style Option 13342,22804,202205,Carryover,Nylon Blend,28/01/2019,Multi,EXIT,6,0,6,1,0.0,0.0,89.0,534.0,534.0,-534.0,-100.00%,100.00%,3,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5210808,4,Style Option 13544,23006,202112,Carryover,Nylon Blend,28/01/2019,Black,EXIT,1,1,2,2,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,1,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5210808,4,Style Option 13544,23006,202201,Carryover,Nylon Blend,28/01/2019,Black,EXIT,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.00%,0.00%,1,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5210809,6,Style Option 13544,23006,202201,Carryover,Nylon Blend,28/01/2019,Black,ENTRY,14,7,21,1,0.0,0.0,90.0375,1260.525,1260.525,-1260.525,-100.00%,100.00%,9,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5210810,8,Style Option 13544,23006,202201,Carryover,Nylon Blend,28/01/2019,Black,EXIT,1,1,2,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,1,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5211462,12,Style Option 13574,23036,202204,Carryover EOL,Nylon Blend,28/01/2019,Green,EXIT,2,1,3,1,0.0,0.0,128.0,256.0,256.0,-256.0,-100.00%,100.00%,1,Tail,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213111,10,Style Option 13841,23303,202201,Carryover,Nylon Blend,28/01/2019,Black,EXIT,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,4,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213111,10,Style Option 13841,23303,202202,Carryover,Nylon Blend,28/01/2019,Black,EXIT,1,0,1,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,4,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213111,10,Style Option 13841,23303,202204,Carryover,Nylon Blend,28/01/2019,Black,EXIT,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,4,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213112,12,Style Option 13841,23303,202203,Carryover EOL,Nylon Blend,28/01/2019,Black,EXIT,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,1,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213116,2,Style Option 13841,23303,202112,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,7,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213116,2,Style Option 13841,23303,202202,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,4,0,4,1,0.0,0.0,85.75,343.0,343.0,-343.0,-100.00%,100.00%,7,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213116,2,Style Option 13841,23303,202204,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,5,0,5,1,0.0,0.0,98.0,490.0,490.0,-490.0,-100.00%,100.00%,7,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202111,Carryover,Nylon Blend,28/01/2019,Black,EXIT,0,0,0,1,0.0,0.0,,0.0,0.0,0.0,0.00%,0.00%,11,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202112,Carryover,Nylon Blend,28/01/2019,Black,EXIT,3,0,3,1,0.0,0.0,94.325,282.975,282.975,-282.975,-100.00%,100.00%,11,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202201,Carryover,Nylon Blend,28/01/2019,Black,EXIT,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,11,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202203,Carryover EOL,Nylon Blend,28/01/2019,Black,EXIT,1,0,1,1,0.0,0.0,98.0,98.0,98.0,-98.0,-100.00%,100.00%,11,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202204,Carryover,Nylon Blend,28/01/2019,Black,EXIT,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,11,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202205,Carryover,Nylon Blend,28/01/2019,Black,EXIT,6,0,6,1,0.0,0.0,111.333333,667.999998,667.999998,-667.999998,-100.00%,100.00%,11,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213117,4,Style Option 13841,23303,202206,Carryover,Nylon Blend,28/01/2019,Black,EXIT,4,0,4,1,0.0,0.0,98.0,392.0,392.0,-392.0,-100.00%,100.00%,11,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202111,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,2,0,2,1,0.0,0.0,78.47,156.94,156.94,-156.94,-100.00%,100.00%,14,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202112,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,14,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202201,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,4,0,4,1,0.0,0.0,93.1,372.4,372.4,-372.4,-100.00%,100.00%,14,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202202,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,3,0,3,1,0.0,0.0,98.0,294.0,294.0,-294.0,-100.00%,100.00%,14,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202204,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,14,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202205,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,5,0,5,1,0.0,0.0,108.0,540.0,540.0,-540.0,-100.00%,100.00%,14,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213118,6,Style Option 13841,23303,202206,Carryover,Nylon Blend,28/01/2019,Black,MIDDLE,2,0,2,1,0.0,0.0,98.0,196.0,196.0,-196.0,-100.00%,100.00%,14,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213119,8,Style Option 13841,23303,202111,Carryover,Nylon Blend,28/01/2019,Black,EXIT,2,1,3,1,98.0,15.64,98.0,164.72,196.0,0.0,0.00%,84.00%,10,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213119,8,Style Option 13841,23303,202112,Carryover,Nylon Blend,28/01/2019,Black,EXIT,3,0,3,1,98.0,15.64,98.0,247.08,294.0,0.0,0.00%,84.00%,10,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213119,8,Style Option 13841,23303,202201,Carryover,Nylon Blend,28/01/2019,Black,EXIT,3,0,3,1,98.0,15.64,98.0,247.08,294.0,0.0,0.00%,84.00%,10,A,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213119,8,Style Option 13841,23303,202202,Carryover,Nylon Blend,28/01/2019,Black,EXIT,2,0,2,1,98.0,15.64,73.5,115.72,147.0,49.0,33.00%,79.00%,10,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5213119,8,Style Option 13841,23303,202203,Carryover EOL,Nylon Blend,28/01/2019,Black,EXIT,3,0,3,1,98.0,15.64,98.0,247.08,294.0,0.0,0.00%,84.00%,10,A,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216482,10,Style Option 13730,23192,202111,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,94,0,94,1,0.0,0.0,65.9979805,6415.300348000001,6415.300348000001,-6415.300348,-100.00%,100.00%,30,A*,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216482,10,Style Option 13730,23192,202112,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,33,0,33,1,0.0,0.0,68.087166,2246.876478,2246.876478,-2246.876478,-100.00%,100.00%,30,A*,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216482,10,Style Option 13730,23192,202202,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,4,0,4,1,0.0,0.0,69.0,276.0,276.0,-276.0,-100.00%,100.00%,30,A*,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216482,10,Style Option 13730,23192,202205,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,6,0,6,1,0.0,0.0,78.666666,471.999996,471.999996,-471.999996,-100.00%,100.00%,30,A*,Spring/Summer
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216484,12,Style Option 13730,23192,202111,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,167,3,170,1,0.0,0.0,66.67741000000001,11156.933241,11156.933241,-11156.93324,-100.00%,100.00%,51,A*,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216484,12,Style Option 13730,23192,202112,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,86,0,86,1,0.0,0.0,69.0751315,5943.917358,5943.917358,-5943.917358,-100.00%,100.00%,51,A*,Fall/Winter
WOMENS BOTTOMS,WOMENS PANTS,WOMENS PANTS,5216484,12,Style Option 13730,23192,202201,Carryover,Nylon Blend,04/02/2019,Taupe,ENTRY,18,0,18,1,0.0,0.0,69.0,1242.0,1242.0,-1242.0,-100.00%,100.00%,51,A*,Fall/Winter
