product_subgroup_desc,style_colour_desc,gender,style_colour_code,period,range_segment,material,product_launch_date,colour_description,distinct_store_count,pareto,month,season,sales,beg_inv,end_inv,total_stock,weeks_selling,standard_selling_price,standard_cost_price,aur,margin  v,margin %,sales v,discount v,discount %,price_metric
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202204,Newness,Jute,21/04/2019,Cognac,169,C,April,Spring/Summer,29,40,60,89,40,135,75.62,103.001333,794.058657,0.27,2987.038657,927.961343,31%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202205,Newness,Jute,21/04/2019,Cognac,169,C,May,Spring/Summer,22,44,58,80,40,135,75.62,97.428392,479.784624,0.22,2143.424624,826.575376,39%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202206,Newness,Jute,21/04/2019,Cognac,169,C,June,Spring/Summer,38,51,94,132,44,135,75.62,80.360697,180.146486,0.06,3053.706486,2076.293514,68%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202207,Newness,Jute,21/04/2019,Cognac,169,C,July,Spring/Summer,67,84,151,218,44,135,75.62,61.112835,-971.980055,-0.24,4094.559945,4950.440055,121%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202208,Newness,Jute,21/04/2019,Cognac,169,C,August,Fall/Winter,7,19,27,34,40,135,75.62,63.771538,-82.939234,-0.19,446.400766,498.599234,112%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202209,Newness,Jute,21/04/2019,Cognac,169,C,September,Fall/Winter,1,3,3,4,27,135,75.62,63.64,-11.98,-0.19,63.64,71.36,112%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202210,Newness,Jute,21/04/2019,Cognac,169,C,October,Fall/Winter,0,3,3,3,19,135,75.62,106.61,0.0,0.0,0.0,0.0,0%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49868,Women,2001707313,202211,Newness,Jute,21/04/2019,Cognac,169,C,November,Fall/Winter,0,0,0,0,5,135,75.62,71.07,0.0,0.0,0.0,0.0,0%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202202,Carryover,Leather,19/02/2022,Cognac,284,A,February,Spring/Summer,56,184,128,184,44,145,40.52,103.312376,3516.373056,0.61,5785.493056,2334.506944,40%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202203,Carryover,Leather,19/02/2022,Cognac,284,A,March,Spring/Summer,57,111,155,212,44,145,40.52,105.636718,3711.652926,0.62,6021.292926,2243.707074,37%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202204,Carryover,Leather,19/02/2022,Cognac,284,A,April,Spring/Summer,81,116,209,293,44,145,40.52,101.730528,4958.052768,0.6,8240.172768,3504.827232,43%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202205,Carryover,Leather,19/02/2022,Cognac,284,A,May,Spring/Summer,78,134,167,245,44,145,40.52,96.566801,4371.650478,0.58,7532.210478,3777.789522,50%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202206,Carryover,Leather,19/02/2022,Cognac,284,A,June,Spring/Summer,116,162,232,348,44,145,40.52,77.355416,4272.908256,0.48,8973.228256,7846.771744,87%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202207,Carryover,Leather,19/02/2022,Cognac,284,A,July,Spring/Summer,101,185,216,317,44,145,40.52,63.745515,2345.777015,0.36,6438.297015,8206.702985,127%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202208,Carryover,Leather,19/02/2022,Cognac,284,A,August,Fall/Winter,43,72,101,145,44,145,40.52,66.693695,1125.468885,0.39,2867.828885,3367.171115,117%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202209,Carryover,Leather,19/02/2022,Cognac,284,A,September,Fall/Winter,1,6,6,7,31,145,40.52,60.77,20.25,0.33,60.77,84.23,139%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49873,Women,2001707367,202211,Carryover,Leather,19/02/2022,Cognac,284,A,November,Fall/Winter,3,3,7,10,40,145,40.52,75.793333,105.819999,0.47,227.379999,207.620001,91%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202202,Newness,Synthetic suede,1/1/00,Pink,238,A,February,Spring/Summer,34,122,88,122,31,135,55.25,99.047794,1489.124996,0.44,3367.624996,1222.375004,36%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202203,Newness,Synthetic suede,1/1/00,Pink,238,A,March,Spring/Summer,39,62,92,131,36,135,55.25,100.171709,1751.946651,0.45,3906.696651,1358.303349,35%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202204,Newness,Synthetic suede,1/1/00,Pink,238,A,April,Spring/Summer,31,44,77,108,27,135,55.25,93.820781,1195.694211,0.41,2908.444211,1276.555789,44%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202205,Newness,Synthetic suede,1/1/00,Pink,238,A,May,Spring/Summer,35,59,94,131,40,135,55.25,86.607195,1097.501825,0.36,3031.251825,1693.748175,56%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202206,Newness,Synthetic suede,1/1/00,Pink,238,A,June,Spring/Summer,64,86,153,217,40,135,55.25,70.934609,1003.814976,0.22,4539.814976,4100.185024,90%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202207,Newness,Synthetic suede,1/1/00,Pink,238,A,July,Spring/Summer,117,164,258,375,36,135,55.25,59.648062,514.573254,0.07,6978.823254,8816.176746,126%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202208,Newness,Synthetic suede,1/1/00,Pink,238,A,August,Fall/Winter,13,30,43,56,44,135,55.25,65.095555,127.992215,0.15,846.242215,908.757785,107%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49941,Women,2001708329,202209,Newness,Synthetic suede,1/1/00,Pink,238,A,September,Fall/Winter,0,2,2,2,31,135,55.25,49.175,0.0,0.0,0.0,0.0,0%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202202,Carryover,Vinyl,6/12/22,Emerald,266,A,February,Spring/Summer,2,2,0,2,18,195,33.84,126.57,185.46,0.73,253.14,136.86,54%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202203,Carryover,Vinyl,6/12/22,Emerald,266,A,March,Spring/Summer,33,56,27,60,40,195,33.84,115.795454,2704.529982,0.71,3821.249982,2613.750018,68%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202204,Carryover,Vinyl,6/12/22,Emerald,266,A,April,Spring/Summer,154,397,341,499,36,195,33.84,108.302302,11467.19451,0.69,16678.55451,13351.44549,80%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202205,Carryover,Vinyl,6/12/22,Emerald,266,A,May,Spring/Summer,103,181,158,263,40,195,33.84,105.983864,7430.817992,0.68,10916.33799,9168.662008,84%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202206,Carryover,Vinyl,6/12/22,Emerald,266,A,June,Spring/Summer,28,54,49,77,19,195,33.84,106.130322,2024.129016,0.68,2971.649016,2488.350984,84%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202207,Carryover,Vinyl,6/12/22,Emerald,266,A,July,Spring/Summer,7,15,20,27,28,195,33.84,91.69625,404.99375,0.63,641.87375,723.12625,113%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 49963,Women,2001709301,202208,Carryover,Vinyl,6/12/22,Emerald,266,A,August,Fall/Winter,2,4,9,11,40,195,33.84,88.84,110.0,0.62,177.68,212.32,119%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50010,Women,2001711105,202211,Newness,Vinyl,21/08/2021,Pearl,3,Tail,November,Fall/Winter,1,1,0,1,5,170,57.2,131.4,74.2,0.56,131.4,38.6,29%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50010,Women,2001711105,202212,Newness,Vinyl,21/08/2021,Pearl,3,Tail,December,Fall/Winter,2,2,0,2,1,170,57.2,129.295,144.19,0.56,258.59,81.41,31%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202202,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,February,Spring/Summer,131,443,308,443,44,210,44.46,132.048455,11474.08761,0.66,17298.34761,10211.6524,59%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202203,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,March,Spring/Summer,58,111,112,174,44,210,44.46,134.124491,5200.540478,0.67,7779.220478,4400.779522,57%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202204,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,April,Spring/Summer,8,20,15,23,44,210,44.46,135.50909,728.39272,0.67,1084.07272,595.92728,55%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202205,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,May,Spring/Summer,1,2,2,3,44,210,44.46,118.825,74.365,0.63,118.825,91.175,77%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202206,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,June,Spring/Summer,1,1,0,1,44,210,44.46,148.54,104.08,0.7,148.54,61.46,41%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202207,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,July,Spring/Summer,1,5,4,5,44,210,44.46,144.753333,100.293333,0.69,144.753333,65.246667,45%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202209,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,September,Fall/Winter,0,0,0,0,44,210,44.46,115.495,0.0,0.0,0.0,0.0,0%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202210,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,October,Fall/Winter,1,2,1,2,44,210,44.46,131.4,86.94,0.66,131.4,78.6,60%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202211,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,November,Fall/Winter,47,79,72,119,44,210,44.46,128.9830765,4028.334079,0.655,6117.954079,3752.045921,61%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50012,Women,2001711113,202212,Carryover EOL,Vinyl,21/08/2019,Pearl,281,A,December,Fall/Winter,130,201,280,410,44,210,44.46,129.089475,11001.83175,0.66,16781.63175,10518.36825,63%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202202,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,February,Spring/Summer,42,140,98,140,44,160,29.08,100.384204,2994.776568,0.71,4216.136568,2503.863432,59%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202203,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,March,Spring/Summer,44,62,100,144,44,160,29.08,101.583913,3190.172172,0.71,4469.692172,2570.307828,58%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202204,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,April,Spring/Summer,29,50,70,100,31,160,29.08,97.762424,1991.790296,0.7,2835.110296,1804.889704,64%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202205,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,May,Spring/Summer,30,46,68,98,31,160,29.08,98.896833,2094.50499,0.71,2966.90499,1833.09501,62%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202206,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,June,Spring/Summer,31,43,59,90,44,160,29.08,80.051129,1580.104999,0.64,2481.584999,2478.415001,100%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202207,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,July,Spring/Summer,20,28,39,59,44,160,29.08,70.201818,822.43636,0.59,1404.03636,1795.96364,128%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202208,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,August,Fall/Winter,2,3,5,7,27,160,29.08,77.585,97.01,0.63,155.17,164.83,106%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50166,Women,2001714137,202209,Carryover,Synthetic Leather,1/11/22,Cognac,245,B,September,Fall/Winter,0,1,1,1,32,160,29.08,98.35,0.0,0.0,0.0,0.0,0%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202202,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,February,Spring/Summer,87,300,213,300,44,140,47.95,107.832696,5209.794552,0.56,9381.444552,2798.555448,30%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202203,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,March,Spring/Summer,92,183,215,309,44,140,47.95,106.822277,5416.249484,0.55,9827.649484,3052.350516,31%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202204,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,April,Spring/Summer,136,257,340,476,44,140,47.95,107.193826,8057.160336,0.55,14578.36034,4461.639664,31%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202205,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,May,Spring/Summer,85,153,202,287,44,140,47.95,100.525208,4468.89268,0.52,8544.64268,3355.35732,39%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202206,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,June,Spring/Summer,70,129,162,232,44,140,47.95,85.071111,2598.47777,0.44,5954.97777,3845.02223,65%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202207,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,July,Spring/Summer,30,66,70,100,32,140,47.95,76.750483,864.01449,0.38,2302.51449,1897.48551,82%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202208,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,August,Fall/Winter,15,45,47,63,32,140,47.95,72.275277,364.879155,0.34,1084.129155,1015.870845,94%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202210,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,October,Fall/Winter,0,2,1,1,44,140,47.95,0.0,0.0,0.0,0.0,0.0,0%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50173,Women,2001714303,202211,Carryover EOL,Vinyl,31/03/2018,Black Metal,282,A,November,Fall/Winter,2,2,5,7,36,140,47.95,82.69,69.48,0.42,165.38,114.62,69%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202202,Newness,Vinyl,7/1/22,Orange,279,A,February,Spring/Summer,31,79,47,79,44,180,83.47,118.868,1097.338,0.3,3684.908,1895.092,51%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202203,Newness,Vinyl,7/1/22,Orange,279,A,March,Spring/Summer,17,31,33,50,44,180,83.47,121.926111,653.753887,0.32,2072.743887,987.256113,48%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202204,Newness,Vinyl,7/1/22,Orange,279,A,April,Spring/Summer,6,17,14,20,44,180,83.47,124.498,246.168,0.33,746.988,333.012,45%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202207,Newness,Vinyl,7/1/22,Orange,279,A,July,Spring/Summer,27,31,10,37,44,180,83.47,115.334444,860.339988,0.28,3114.029988,1745.970012,56%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202208,Newness,Vinyl,7/1/22,Orange,279,A,August,Fall/Winter,73,178,168,248,44,180,83.47,115.163026,2313.590898,0.28,8406.900898,4733.099102,56%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202209,Newness,Vinyl,7/1/22,Orange,279,A,September,Fall/Winter,53,104,130,183,44,180,83.47,111.076666,1463.153298,0.25,5887.063298,3652.936702,62%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202210,Newness,Vinyl,7/1/22,Orange,279,A,October,Fall/Winter,50,85,129,179,44,180,83.47,116.250686,1639.0343,0.28,5812.5343,3187.4657,55%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202211,Newness,Vinyl,7/1/22,Orange,279,A,November,Fall/Winter,26,66,68,94,44,180,83.47,121.7384615,1049.132306,0.315,3219.352306,1460.647694,45%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50233,Women,2001715601,202212,Newness,Vinyl,7/1/22,Orange,279,A,December,Fall/Winter,107,196,254,361,44,180,83.47,119.883188,3896.211116,0.3,12827.50112,6432.498884,50%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202202,Carryover,Leather,9/6/21,Orange,244,B,February,Spring/Summer,47,168,120,168,44,210,78.53,113.944826,1664.496822,0.31,5355.406822,4514.593178,84%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202203,Carryover,Leather,9/6/21,Orange,244,B,March,Spring/Summer,47,99,123,170,40,210,78.53,115.410961,1733.405167,0.32,5424.315167,4445.684833,82%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202204,Carryover,Leather,9/6/21,Orange,244,B,April,Spring/Summer,48,77,110,162,44,210,78.53,117.42,1866.72,0.33,5636.16,4443.84,79%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202205,Carryover,Leather,9/6/21,Orange,244,B,May,Spring/Summer,27,47,59,86,44,210,78.53,111.706785,895.773195,0.3,3016.083195,2653.916805,88%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202206,Carryover,Leather,9/6/21,Orange,244,B,June,Spring/Summer,16,30,41,57,40,210,78.53,108.9185,486.216,0.28,1742.696,1617.304,93%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202207,Carryover,Leather,9/6/21,Orange,244,B,July,Spring/Summer,8,11,16,24,44,210,78.53,107.347222,230.537776,0.27,858.777776,821.222224,96%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202208,Carryover,Leather,9/6/21,Orange,244,B,August,Fall/Winter,7,13,21,29,40,210,78.53,118.345555,278.708885,0.34,828.418885,641.581115,77%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202209,Carryover,Leather,9/6/21,Orange,244,B,September,Fall/Winter,4,6,7,11,44,210,78.53,126.94,193.64,0.38,507.76,332.24,65%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202210,Carryover,Leather,9/6/21,Orange,244,B,October,Fall/Winter,1,1,0,1,36,210,78.53,114.88,36.35,0.32,114.88,95.12,83%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202211,Carryover,Leather,9/6/21,Orange,244,B,November,Fall/Winter,2,6,5,7,44,210,78.53,83.4825,23.15,0.065,180.21,239.79,133%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50235,Women,2001715613,202212,Carryover,Leather,9/6/21,Orange,244,B,December,Fall/Winter,1,1,0,1,44,210,78.53,114.88,36.35,0.32,114.88,95.12,83%,EXIT
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202204,Newness,Nylon,2/12/18,Brown,235,A,April,Spring/Summer,30,30,0,30,36,95,17.75,72.694333,1648.32999,0.76,2180.82999,669.17001,31%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202205,Newness,Nylon,2/12/18,Brown,235,A,May,Spring/Summer,168,412,287,463,36,95,17.75,68.570383,8537.824344,0.74,11519.82434,4440.175656,39%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202206,Newness,Nylon,2/12/18,Brown,235,A,June,Spring/Summer,63,112,144,207,36,95,17.75,61.732083,2770.871229,0.71,3889.121229,2095.878771,54%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202207,Newness,Nylon,2/12/18,Brown,235,A,July,Spring/Summer,39,72,63,102,31,95,17.75,46.108645,1105.987155,0.62,1798.237155,1906.762845,106%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202208,Newness,Nylon,2/12/18,Brown,235,A,August,Fall/Winter,8,23,25,33,36,95,17.75,32.40625,117.25,0.45,259.25,500.75,193%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202209,Newness,Nylon,2/12/18,Brown,235,A,September,Fall/Winter,2,10,10,12,36,95,17.75,66.195,96.89,0.73,132.39,57.61,44%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202210,Newness,Nylon,2/12/18,Brown,235,A,October,Fall/Winter,0,7,7,7,23,95,17.75,58.84,0.0,0.0,0.0,0.0,0%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202211,Newness,Nylon,2/12/18,Brown,235,A,November,Fall/Winter,1,1,2,3,27,95,17.75,66.2,48.45,0.73,66.2,28.8,44%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 50343,Women,2001722001,202212,Newness,Nylon,2/12/18,Brown,235,A,December,Fall/Winter,1,1,3,4,31,95,17.75,51.49,33.74,0.66,51.49,43.51,85%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202206,Seasonal,Vinyl,21/04/2021,Yellow,245,A,June,Spring/Summer,28,96,68,96,27,145,30.72,107.885714,2160.639992,0.72,3020.799992,1039.200008,34%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202207,Seasonal,Vinyl,21/04/2021,Yellow,245,A,July,Spring/Summer,38,66,99,138,27,145,30.72,107.002209,2898.723942,0.71,4066.083942,1443.916058,36%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202208,Seasonal,Vinyl,21/04/2021,Yellow,245,A,August,Fall/Winter,37,56,93,130,27,145,30.72,107.255526,2831.814462,0.71,3968.454462,1396.545538,35%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202209,Seasonal,Vinyl,21/04/2021,Yellow,245,A,September,Fall/Winter,12,27,39,51,27,145,30.72,95.283125,774.7575,0.68,1143.3975,596.6025,52%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202210,Seasonal,Vinyl,21/04/2021,Yellow,245,A,October,Fall/Winter,7,11,18,25,27,145,30.72,103.87,512.05,0.7,727.09,287.91,40%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202211,Seasonal,Vinyl,21/04/2021,Yellow,245,A,November,Fall/Winter,22,30,60,82,27,145,30.72,81.212348,1110.831656,0.62,1786.671656,1403.328344,79%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51686,Women,2001782213,202212,Seasonal,Vinyl,21/04/2021,Yellow,245,A,December,Fall/Winter,8,30,31,39,27,145,30.72,83.161785,419.53428,0.63,665.29428,494.70572,74%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51799,Women,2001784051,202208,Carryover,Nylon,4/5/22,Black Metal,277,A,August,Fall/Winter,29,29,0,29,18,180,33.12,119.581935,2507.396115,0.72,3467.876115,1752.123885,51%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51799,Women,2001784051,202209,Carryover,Nylon,4/5/22,Black Metal,277,A,September,Fall/Winter,32,87,65,98,18,180,33.12,131.568285,3150.34512,0.75,4210.18512,1549.81488,37%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51799,Women,2001784051,202210,Carryover,Nylon,4/5/22,Black Metal,277,A,October,Fall/Winter,50,82,108,158,18,180,33.12,129.025566,4795.2783,0.74,6451.2783,2548.7217,40%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51799,Women,2001784051,202211,Carryover,Nylon,4/5/22,Black Metal,277,A,November,Fall/Winter,168,263,364,532,18,180,33.12,77.502809,7875.944008,0.57,13440.10401,16799.896,125%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51799,Women,2001784051,202212,Carryover,Nylon,4/5/22,Black Metal,277,A,December,Fall/Winter,25,81,51,76,18,180,33.12,77.800285,1117.007125,0.57,1945.007125,2554.992875,131%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51801,Women,2001784101,202210,Carryover EOL,Leather,3/12/20,Emerald,272,C,October,Fall/Winter,1,1,0,1,9,185,34.26,121.14,86.88,0.72,121.14,63.86,53%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51801,Women,2001784101,202211,Carryover EOL,Leather,3/12/20,Emerald,272,C,November,Fall/Winter,36,93,57,93,5,185,34.26,111.17575,2730.8445,0.695,3964.2045,2695.7955,68%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51801,Women,2001784101,202212,Carryover EOL,Leather,3/12/20,Emerald,272,C,December,Fall/Winter,122,249,270,392,9,185,34.26,114.588453,9800.071266,0.7,13979.79127,8590.208734,61%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51826,Women,2001784701,202209,Newness,Vinyl,14/01/2018,Light Blue,197,A,September,Fall/Winter,55,55,0,55,14,145,57.61,99.36509,2296.52995,0.42,5465.07995,2509.92005,46%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51826,Women,2001784701,202210,Newness,Vinyl,14/01/2018,Light Blue,197,A,October,Fall/Winter,94,220,205,300,14,145,57.61,99.129894,3902.870036,0.42,9318.210036,4311.789964,46%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51826,Women,2001784701,202211,Newness,Vinyl,14/01/2018,Light Blue,197,A,November,Fall/Winter,123,163,253,376,14,145,57.61,80.038713,2691.751005,0.28,9777.781005,8057.218995,82%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51826,Women,2001784701,202212,Newness,Vinyl,14/01/2018,Light Blue,197,A,December,Fall/Winter,42,86,76,118,14,145,57.61,83.957364,1106.589288,0.31,3526.209288,2563.790712,73%,ENTRY
Crossbody bag,Handbag Crossbody bag Style 51839,Women,2001784855,202209,Carryover EOL,Leather,19/08/2019,Pink,152,C,September,Fall/Winter,5,5,0,5,14,170,31.34,114.88,417.7,0.73,574.4,275.6,48%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51839,Women,2001784855,202210,Carryover EOL,Leather,19/08/2019,Pink,152,C,October,Fall/Winter,51,147,104,157,14,170,31.34,113.473269,4188.796719,0.72,5787.136719,2882.863281,50%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51839,Women,2001784855,202211,Carryover EOL,Leather,19/08/2019,Pink,152,C,November,Fall/Winter,89,144,147,236,10,170,31.34,97.5369175,5939.14207,0.675,8728.40207,6401.59793,73%,MIDDLE
Crossbody bag,Handbag Crossbody bag Style 51839,Women,2001784855,202212,Carryover EOL,Leather,19/08/2019,Pink,152,C,December,Fall/Winter,33,72,73,106,9,170,31.34,103.627,2385.471,0.7,3419.691,2190.309,64%,MIDDLE
