product_subgroup_desc,style_colour_desc,gender,style_colour_code,period,range_segment,material,product_launch_date,colour_description,distinct_store_count,pareto,month,season,sales,beg_inv,end_inv,total_stock,weeks_selling,standard_selling_price,standard_cost_price,aur,margin  v,margin %,sales v,discount v,discount %,price_metric
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202202,Newness,Leather,27/06/2012,Yellow,259,A,February,Spring/Summer,16,17,1,17,44,140,46.54,83.932941,598.287056,0.45,1342.927056,897.072944,67%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202203,Newness,Leather,27/06/2012,Yellow,259,A,March,Spring/Summer,16,16,2,18,44,140,46.54,89.594444,688.871104,0.48,1433.511104,806.488896,56%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202204,Newness,Leather,27/06/2012,Yellow,259,A,April,Spring/Summer,24,21,0,24,44,140,46.54,89.887083,1040.329992,0.48,2157.289992,1202.710008,56%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202205,Newness,Leather,27/06/2012,Yellow,259,A,May,Spring/Summer,16,16,1,17,44,140,46.54,86.02647,631.78352,0.46,1376.42352,863.57648,63%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202206,Newness,Leather,27/06/2012,Yellow,259,A,June,Spring/Summer,17,19,1,18,44,140,46.54,90.279444,743.570548,0.48,1534.750548,845.249452,55%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202207,Newness,Leather,27/06/2012,Yellow,259,A,July,Spring/Summer,24,24,2,26,44,140,46.54,87.192,975.648,0.47,2092.608,1267.392,61%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202208,Newness,Leather,27/06/2012,Yellow,259,A,August,Fall/Winter,20,17,0,20,44,140,46.54,93.0735,930.67,0.5,1861.47,938.53,50%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202209,Newness,Leather,27/06/2012,Yellow,259,A,September,Fall/Winter,17,16,2,19,44,140,46.54,88.748888,717.551096,0.48,1508.731096,871.268904,58%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202210,Newness,Leather,27/06/2012,Yellow,259,A,October,Fall/Winter,23,36,5,28,44,140,46.54,87.835,949.785,0.47,2020.205,1199.795,59%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202211,Newness,Leather,27/06/2012,Yellow,259,A,November,Fall/Winter,26,30,5,31,44,140,46.54,79.899868,872.314456,0.42,2082.354456,1557.645544,75%,ENTRY
Baby bag,Handbag Baby bag Style 37682,Women,2000901613,202212,Newness,Leather,27/06/2012,Yellow,259,A,December,Fall/Winter,13,20,1,14,44,140,46.54,86.431428,518.588564,0.46,1123.608564,696.391436,62%,ENTRY
Backpack,Handbag Backpack Style 39068,Women,2001035234,202202,Newness,,17/08/2017,Brown,254,B,February,Spring/Summer,13,13,0,13,44,140,31.83,108.008461,990.319993,0.71,1404.109993,415.890007,30%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202203,Newness,,17/08/2017,Brown,254,B,March,Spring/Summer,6,6,0,6,44,140,31.83,110.73,473.4,0.71,664.38,175.62,26%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202204,Newness,,17/08/2017,Brown,254,B,April,Spring/Summer,5,6,0,5,44,140,31.83,105.944,370.57,0.7,529.72,170.28,32%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202205,Newness,,17/08/2017,Brown,254,B,May,Spring/Summer,6,6,0,6,44,140,31.83,97.151666,391.929996,0.67,582.909996,257.090004,44%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202206,Newness,,17/08/2017,Brown,254,B,June,Spring/Summer,18,14,1,19,44,140,31.83,100.26,1231.74,0.68,1804.68,715.32,40%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202207,Newness,,17/08/2017,Brown,254,B,July,Spring/Summer,10,11,1,11,44,140,31.83,108.197272,763.67272,0.71,1081.97272,318.02728,29%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202208,Newness,,17/08/2017,Brown,254,B,August,Fall/Winter,8,8,0,8,44,140,31.83,111.7975,639.74,0.72,894.38,225.62,25%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202209,Newness,,17/08/2017,Brown,254,B,September,Fall/Winter,9,9,3,12,44,140,31.83,105.641,664.299,0.7,950.769,309.231,33%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202210,Newness,,17/08/2017,Brown,254,B,October,Fall/Winter,19,33,2,21,44,140,31.83,111.1125,1506.3675,0.71,2111.1375,548.8625,26%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202211,Newness,,17/08/2017,Brown,254,B,November,Fall/Winter,38,52,3,41,44,140,31.83,103.169095,2188.85303,0.685,3398.39303,1921.60697,57%,MIDDLE
Backpack,Handbag Backpack Style 39068,Women,2001035234,202212,Newness,,17/08/2017,Brown,254,B,December,Fall/Winter,55,65,3,58,44,140,31.83,103.668836,3951.13598,0.69,5701.78598,1998.21402,35%,MIDDLE
Backpack,Handbag Backpack Style 39102,Women,2001037501,202202,Newness,,10/7/17,Cognac,54,Tail,February,Spring/Summer,2,2,0,2,27,175,41.72,147.355,211.27,0.72,294.71,55.29,19%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202203,Newness,,10/7/17,Cognac,54,Tail,March,Spring/Summer,1,3,2,3,9,175,41.72,102.05,60.33,0.59,102.05,72.95,71%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202204,Newness,,10/7/17,Cognac,54,Tail,April,Spring/Summer,4,6,0,4,44,175,41.72,106.05375,257.335,0.61,424.215,275.785,65%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202205,Newness,,10/7/17,Cognac,54,Tail,May,Spring/Summer,1,1,1,2,32,175,41.72,153.075,111.355,0.73,153.075,21.925,14%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202206,Newness,,10/7/17,Cognac,54,Tail,June,Spring/Summer,4,3,0,4,32,175,41.72,105.571666,255.406664,0.6,422.286664,277.713336,66%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202207,Newness,,10/7/17,Cognac,54,Tail,July,Spring/Summer,7,6,1,8,27,175,41.72,102.16,423.08,0.59,715.12,509.88,71%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202208,Newness,,10/7/17,Cognac,54,Tail,August,Fall/Winter,0,0,0,0,27,175,41.72,110.09,0.0,0.0,0.0,0.0,0%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202209,Newness,,10/7/17,Cognac,54,Tail,September,Fall/Winter,0,0,0,0,1,175,41.72,131.4,0.0,0.0,0.0,0.0,0%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202210,Newness,,10/7/17,Cognac,54,Tail,October,Fall/Winter,0,0,0,0,9,175,41.72,124.39,0.0,0.0,0.0,0.0,0%,EXIT
Backpack,Handbag Backpack Style 39102,Women,2001037501,202212,Newness,,10/7/17,Cognac,54,Tail,December,Fall/Winter,0,0,0,0,1,175,41.72,137.4,0.0,0.0,0.0,0.0,0%,EXIT
Backpack,Handbag Backpack Style 40886,Women,2001184759,202203,Carryover EOL,,14/12/2022,Pink,4,C,March,Spring/Summer,0,0,0,0,5,55,10.76,57.27,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 40886,Women,2001184759,202208,Carryover EOL,,14/12/2022,Pink,4,C,August,Fall/Winter,1,1,0,1,1,55,10.76,51.54,40.78,0.79,51.54,3.46,7%,ENTRY
Backpack,Handbag Backpack Style 40886,Women,2001184759,202211,Carryover EOL,,14/12/2022,Pink,4,C,November,Fall/Winter,0,0,0,0,5,55,10.76,71.63,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 46904,Women,2001582843,202202,Seasonal,,5/10/20,Cream,75,Tail,February,Spring/Summer,8,8,0,8,9,160,62.04,119.6625,460.98,0.48,957.3,322.7,34%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202203,Seasonal,,5/10/20,Cream,75,Tail,March,Spring/Summer,14,13,1,15,18,160,62.04,117.833666,781.111324,0.47,1649.671324,590.328676,36%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202204,Seasonal,,5/10/20,Cream,75,Tail,April,Spring/Summer,6,5,0,6,14,160,62.04,129.831111,406.746666,0.52,778.986666,181.013334,23%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202205,Seasonal,,5/10/20,Cream,75,Tail,May,Spring/Summer,3,3,1,4,18,160,62.04,114.88,158.52,0.46,344.64,135.36,39%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202206,Seasonal,,5/10/20,Cream,75,Tail,June,Spring/Summer,2,2,1,3,18,160,62.04,104.3,84.52,0.41,208.6,111.4,53%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202207,Seasonal,,5/10/20,Cream,75,Tail,July,Spring/Summer,1,1,0,1,1,160,62.04,97.56,35.52,0.36,97.56,62.44,64%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202209,Seasonal,,5/10/20,Cream,75,Tail,September,Fall/Winter,1,1,0,1,40,160,62.04,78.17,16.13,0.21,78.17,81.83,105%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202210,Seasonal,,5/10/20,Cream,75,Tail,October,Fall/Winter,0,0,0,0,40,160,62.04,105.553333,0.0,0.0,0.0,0.0,0%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202211,Seasonal,,5/10/20,Cream,75,Tail,November,Fall/Winter,0,0,0,0,1,160,62.04,96.75,0.0,0.0,0.0,0.0,0%,MIDDLE
Backpack,Handbag Backpack Style 46904,Women,2001582843,202212,Seasonal,,5/10/20,Cream,75,Tail,December,Fall/Winter,0,0,0,0,1,160,62.04,154.37,0.0,0.0,0.0,0.0,0%,MIDDLE
Backpack,Handbag Backpack Style 46905,Women,2001582844,202202,Carryover,,12/3/18,Cream,53,C,February,Spring/Summer,10,10,0,10,9,135,39.04,82.887916,438.47916,0.53,828.87916,521.12084,63%,ENTRY
Backpack,Handbag Backpack Style 46905,Women,2001582844,202203,Carryover,,12/3/18,Cream,53,C,March,Spring/Summer,0,0,1,1,9,135,39.04,80.41,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 46905,Women,2001582844,202206,Carryover,,12/3/18,Cream,53,C,June,Spring/Summer,0,0,0,0,1,135,39.04,80.165,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 46905,Women,2001582844,202208,Carryover,,12/3/18,Cream,53,C,August,Fall/Winter,1,1,0,1,14,135,39.04,123.14,84.1,0.68,123.14,11.86,10%,ENTRY
Backpack,Handbag Backpack Style 46905,Women,2001582844,202209,Carryover,,12/3/18,Cream,53,C,September,Fall/Winter,0,0,0,0,6,135,39.04,0.0,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 46905,Women,2001582844,202211,Carryover,,12/3/18,Cream,53,C,November,Fall/Winter,0,0,0,0,5,135,39.04,81.3,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 46905,Women,2001582844,202212,Carryover,,12/3/18,Cream,53,C,December,Fall/Winter,0,0,0,0,1,135,39.04,121.95,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 46906,Women,2001582851,202202,Carryover EOL,,1/12/19,Cream,249,A,February,Spring/Summer,33,38,4,38,44,175,38.42,114.787027,2520.111891,0.67,3787.971891,1987.028109,52%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202203,Carryover EOL,,1/12/19,Cream,249,A,March,Spring/Summer,32,38,1,33,44,175,38.42,118.121969,2550.463008,0.67,3779.903008,1820.096992,48%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202204,Carryover EOL,,1/12/19,Cream,249,A,April,Spring/Summer,21,14,0,21,44,175,38.42,119.0275,1692.7575,0.68,2499.5775,1175.4225,47%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202205,Carryover EOL,,1/12/19,Cream,249,A,May,Spring/Summer,20,15,6,26,44,175,38.42,107.80119,1387.6238,0.64,2156.0238,1343.9762,62%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202206,Carryover EOL,,1/12/19,Cream,249,A,June,Spring/Summer,46,32,0,46,44,175,38.42,110.631382,3321.723572,0.65,5089.043572,2960.956428,58%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202207,Carryover EOL,,1/12/19,Cream,249,A,July,Spring/Summer,37,26,1,38,44,175,38.42,115.300769,2844.588453,0.67,4266.128453,2208.871547,52%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202208,Carryover EOL,,1/12/19,Cream,249,A,August,Fall/Winter,48,32,3,51,44,175,38.42,111.466153,3506.215344,0.66,5350.375344,3049.624656,57%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202209,Carryover EOL,,1/12/19,Cream,249,A,September,Fall/Winter,59,35,5,64,44,175,38.42,115.464661,4545.634999,0.67,6812.414999,3512.585001,52%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202210,Carryover EOL,,1/12/19,Cream,249,A,October,Fall/Winter,54,48,6,60,44,175,38.42,117.606203,4276.054962,0.67,6350.734962,3099.265038,49%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202211,Carryover EOL,,1/12/19,Cream,249,A,November,Fall/Winter,81,92,11,92,44,175,38.42,112.7040725,5849.463455,0.66,8961.483455,5213.516545,58%,EXIT
Backpack,Handbag Backpack Style 46906,Women,2001582851,202212,Carryover EOL,,1/12/19,Cream,249,A,December,Fall/Winter,181,181,16,199,44,175,38.42,111.968978,13312.36502,0.66,20266.38502,11408.61498,56%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202202,Newness,,12/2/20,Grey,281,A,February,Spring/Summer,68,86,2,86,44,245,53.84,157.988933,7082.127444,0.66,10743.24744,5916.752556,55%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202203,Newness,,12/2/20,Grey,281,A,March,Spring/Summer,44,64,7,51,44,245,53.84,159.218555,4636.65642,0.66,7005.61642,3774.38358,54%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202204,Newness,,12/2/20,Grey,281,A,April,Spring/Summer,65,69,5,70,44,245,53.84,165.123656,7233.43764,0.67,10733.03764,5191.96236,48%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202205,Newness,,12/2/20,Grey,281,A,May,Spring/Summer,54,33,14,71,44,245,53.84,161.239424,5799.568896,0.67,8706.928896,4523.071104,52%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202206,Newness,,12/2/20,Grey,281,A,June,Spring/Summer,44,52,4,48,44,245,53.84,161.462916,4735.408304,0.67,7104.368304,3675.631696,52%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202207,Newness,,12/2/20,Grey,281,A,July,Spring/Summer,49,53,0,49,44,245,53.84,161.56775,5278.65975,0.67,7916.81975,4088.18025,52%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202208,Newness,,12/2/20,Grey,281,A,August,Fall/Winter,50,50,7,57,44,245,53.84,166.0475,5610.375,0.68,8302.375,3947.625,48%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202209,Newness,,12/2/20,Grey,281,A,September,Fall/Winter,54,53,10,64,44,245,53.84,158.315,5641.65,0.66,8549.01,4680.99,55%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202210,Newness,,12/2/20,Grey,281,A,October,Fall/Winter,47,55,13,61,44,245,53.84,158.812884,4933.725548,0.66,7464.205548,4050.794452,54%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202211,Newness,,12/2/20,Grey,281,A,November,Fall/Winter,49,61,3,52,44,245,53.84,135.0784105,4991.400447,0.59,7629.560447,4375.439553,57%,EXIT
Backpack,Handbag Backpack Style 46908,Women,2001582959,202212,Newness,,12/2/20,Grey,281,A,December,Fall/Winter,110,147,11,121,44,245,53.84,159.862988,11662.52868,0.66,17584.92868,9365.07132,53%,EXIT
Backpack,Handbag Backpack Style 46915,Women,2001583133,202202,Seasonal,,13/08/2019,Red,236,A,February,Spring/Summer,26,31,5,31,44,155,74.87,116.436774,1080.736124,0.36,3027.356124,1002.643876,33%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202203,Seasonal,,13/08/2019,Red,236,A,March,Spring/Summer,25,25,2,27,44,155,74.87,114.6964,995.66,0.35,2867.41,1007.59,35%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202204,Seasonal,,13/08/2019,Red,236,A,April,Spring/Summer,37,39,3,40,44,155,74.87,113.674736,1435.775232,0.34,4205.965232,1529.034768,36%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202205,Seasonal,,13/08/2019,Red,236,A,May,Spring/Summer,24,24,8,32,44,155,74.87,115.096896,965.445504,0.35,2762.325504,957.674496,35%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202206,Seasonal,,13/08/2019,Red,236,A,June,Spring/Summer,22,27,5,27,44,155,74.87,114.943541,881.617902,0.35,2528.757902,881.242098,35%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202207,Seasonal,,13/08/2019,Red,236,A,July,Spring/Summer,23,36,2,25,44,155,74.87,115.985416,945.654568,0.35,2667.664568,897.335432,34%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202208,Seasonal,,13/08/2019,Red,236,A,August,Fall/Winter,30,36,5,35,44,155,74.87,114.619117,1192.47351,0.35,3438.57351,1211.42649,35%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202209,Seasonal,,13/08/2019,Red,236,A,September,Fall/Winter,21,27,3,24,44,155,74.87,112.082173,781.455633,0.33,2353.725633,901.274367,38%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202210,Seasonal,,13/08/2019,Red,236,A,October,Fall/Winter,26,20,1,27,44,155,74.87,110.821153,934.729978,0.32,2881.349978,1148.650022,40%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202211,Seasonal,,13/08/2019,Red,236,A,November,Fall/Winter,71,55,0,71,44,155,74.87,91.7003905,1242.697519,0.185,6558.467519,4446.532481,68%,MIDDLE
Backpack,Handbag Backpack Style 46915,Women,2001583133,202212,Seasonal,,13/08/2019,Red,236,A,December,Fall/Winter,70,50,1,71,44,155,74.87,112.339811,2622.88677,0.33,7863.78677,2986.21323,38%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202202,Carryover,,3/12/18,Red,233,A,February,Spring/Summer,30,31,1,31,44,155,53.71,111.788181,1742.34543,0.52,3353.64543,1296.35457,39%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202203,Carryover,,3/12/18,Red,233,A,March,Spring/Summer,44,38,4,48,44,155,53.71,117.378437,2801.411228,0.54,5164.651228,1655.348772,32%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202204,Carryover,,3/12/18,Red,233,A,April,Spring/Summer,55,50,2,58,44,155,53.71,116.323534,3443.74437,0.54,6397.79437,2127.20563,33%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202205,Carryover,,3/12/18,Red,233,A,May,Spring/Summer,55,28,11,66,44,155,53.71,111.664912,3187.52016,0.52,6141.57016,2383.42984,39%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202206,Carryover,,3/12/18,Red,233,A,June,Spring/Summer,50,32,6,57,44,155,53.71,106.934863,2661.24315,0.5,5346.74315,2403.25685,45%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202207,Carryover,,3/12/18,Red,233,A,July,Spring/Summer,37,34,3,40,44,155,53.71,113.607477,2216.206649,0.53,4203.476649,1531.523351,36%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202208,Carryover,,3/12/18,Red,233,A,August,Fall/Winter,36,31,2,38,44,155,53.71,115.292105,2216.95578,0.53,4150.51578,1429.48422,34%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202209,Carryover,,3/12/18,Red,233,A,September,Fall/Winter,36,27,4,40,44,155,53.71,111.8475,2092.95,0.52,4026.51,1553.49,39%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202210,Carryover,,3/12/18,Red,233,A,October,Fall/Winter,49,40,7,56,44,155,53.71,117.634339,3132.292611,0.54,5764.082611,1830.917389,32%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202211,Carryover,,3/12/18,Red,233,A,November,Fall/Winter,105,77,1,106,44,155,53.71,91.4981775,4140.616305,0.415,9780.166305,6494.833695,66%,MIDDLE
Backpack,Handbag Backpack Style 46917,Women,2001583147,202212,Carryover,,3/12/18,Red,233,A,December,Fall/Winter,86,47,5,91,44,155,53.71,112.692575,5072.50145,0.52,9691.56145,3638.43855,38%,MIDDLE
Backpack,Handbag Backpack Style 50382,Women,2001727039,202202,Carryover,,10/5/19,Pink,283,A,February,Spring/Summer,39,39,0,39,44,110,40.99,98.119102,2228.034978,0.58,3826.644978,463.355022,12%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202203,Carryover,,10/5/19,Pink,283,A,March,Spring/Summer,75,61,3,80,40,110,40.99,99.399358,4380.70185,0.59,7454.95185,795.04815,11%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202204,Carryover,,10/5/19,Pink,283,A,April,Spring/Summer,55,45,1,56,40,110,40.99,98.466517,3161.208435,0.58,5415.658435,634.341565,12%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202205,Carryover,,10/5/19,Pink,283,A,May,Spring/Summer,45,35,2,47,44,110,40.99,91.011063,2250.947835,0.55,4095.497835,854.502165,21%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202206,Carryover,,10/5/19,Pink,283,A,June,Spring/Summer,49,31,1,50,27,110,40.99,78.116737,1819.210113,0.48,3827.720113,1562.279887,41%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202207,Carryover,,10/5/19,Pink,283,A,July,Spring/Summer,20,10,1,21,36,110,40.99,57.50413,330.2826,0.29,1150.0826,1049.9174,91%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202208,Carryover,,10/5/19,Pink,283,A,August,Fall/Winter,4,3,2,7,40,110,40.99,71.71,122.88,0.43,286.84,153.16,53%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202209,Carryover,,10/5/19,Pink,283,A,September,Fall/Winter,1,0,0,1,27,110,40.99,62.26,21.27,0.34,62.26,47.74,77%,ENTRY
Backpack,Handbag Backpack Style 50382,Women,2001727039,202211,Carryover,,10/5/19,Pink,283,A,November,Fall/Winter,0,1,1,1,44,110,40.99,76.1,0.0,0.0,0.0,0.0,0%,ENTRY
Backpack,Handbag Backpack Style 51873,Women,2001785451,202210,Seasonal,,5/10/22,Red,133,B,October,Fall/Winter,11,11,0,11,9,150,58.24,134.127272,834.759992,0.57,1475.399992,174.600008,12%,MIDDLE
Backpack,Handbag Backpack Style 51873,Women,2001785451,202211,Seasonal,,5/10/22,Red,133,B,November,Fall/Winter,29,26,0,29,9,150,58.24,105.8486105,1406.386652,0.45,3095.346652,1254.653348,41%,MIDDLE
Backpack,Handbag Backpack Style 51873,Women,2001785451,202212,Seasonal,,5/10/22,Red,133,B,December,Fall/Winter,26,20,0,26,9,150,58.24,123.765256,1703.656656,0.53,3217.896656,682.103344,21%,MIDDLE
Backpack,Handbag Backpack Style 51879,Women,2001785555,202209,Carryover,,28/07/2022,Cognac,113,B,September,Fall/Winter,2,2,0,2,14,135,51.2,121.14,139.88,0.58,242.28,27.72,11%,ENTRY
Backpack,Handbag Backpack Style 51879,Women,2001785555,202210,Carryover,,28/07/2022,Cognac,113,B,October,Fall/Winter,23,23,0,23,9,135,51.2,115.733636,1484.273628,0.56,2661.873628,443.126372,17%,ENTRY
Backpack,Handbag Backpack Style 51879,Women,2001785555,202211,Carryover,,28/07/2022,Cognac,113,B,November,Fall/Winter,50,39,1,53,14,135,51.2,98.6125205,2393.289648,0.48,4953.289648,1796.710352,36%,ENTRY
Backpack,Handbag Backpack Style 51879,Women,2001785555,202212,Carryover,,28/07/2022,Cognac,113,B,December,Fall/Winter,48,30,2,50,14,135,51.2,107.800555,2716.82664,0.53,5174.42664,1305.57336,25%,ENTRY
Backpack,Handbag Backpack Style 52084,Women,2001789101,202208,Carryover EOL,,11/10/19,Black Metal,264,B,August,Fall/Winter,72,72,0,72,18,90,62.69,73.759383,796.995576,0.15,5310.675576,1169.324424,22%,ENTRY
Backpack,Handbag Backpack Style 52084,Women,2001789101,202209,Carryover EOL,,11/10/19,Black Metal,264,B,September,Fall/Winter,76,45,2,80,18,90,62.69,75.69067,988.05092,0.17,5752.49092,1087.50908,19%,ENTRY
Backpack,Handbag Backpack Style 52084,Women,2001789101,202210,Carryover EOL,,11/10/19,Black Metal,264,B,October,Fall/Winter,71,41,5,76,18,90,62.69,72.044266,664.152886,0.13,5115.142886,1274.857114,25%,ENTRY
Backpack,Handbag Backpack Style 52084,Women,2001789101,202211,Carryover EOL,,11/10/19,Black Metal,264,B,November,Fall/Winter,91,61,3,97,18,90,62.69,62.5401635,68.025435,-0.005,5772.815435,2417.184565,42%,ENTRY
Backpack,Handbag Backpack Style 52084,Women,2001789101,202212,Carryover EOL,,11/10/19,Black Metal,264,B,December,Fall/Winter,44,22,7,51,18,90,62.69,62.363863,-14.350028,-0.01,2744.009972,1215.990028,44%,ENTRY
Backpack,Handbag Backpack Style 52088,Women,2001789139,202208,Carryover EOL,,25/02/2021,Black Metal,263,A,August,Fall/Winter,80,80,0,80,18,90,45.0,72.73675,2218.94,0.38,5818.94,1381.06,24%,ENTRY
Backpack,Handbag Backpack Style 52088,Women,2001789139,202209,Carryover EOL,,25/02/2021,Black Metal,263,A,September,Fall/Winter,84,50,3,87,18,90,45.0,72.990813,2351.228292,0.38,6131.228292,1428.771708,23%,ENTRY
Backpack,Handbag Backpack Style 52088,Women,2001789139,202210,Carryover EOL,,25/02/2021,Black Metal,263,A,October,Fall/Winter,71,34,2,73,18,90,45.0,72.931438,1983.132098,0.38,5178.132098,1211.867902,23%,ENTRY
Backpack,Handbag Backpack Style 52088,Women,2001789139,202211,Carryover EOL,,25/02/2021,Black Metal,263,A,November,Fall/Winter,81,40,2,87,18,90,45.0,61.0215425,1299.330652,0.26,4944.330652,2345.669348,47%,ENTRY
Backpack,Handbag Backpack Style 52088,Women,2001789139,202212,Carryover EOL,,25/02/2021,Black Metal,263,A,December,Fall/Winter,40,27,6,46,18,90,45.0,61.253804,650.15216,0.27,2450.15216,1149.84784,47%,ENTRY
Backpack,Handbag Backpack Style 53525,Women,2001846629,202212,Newness,,9/2/21,Red,86,Tail,December,Fall/Winter,88,88,0,88,1,135,32.73,107.561162,6585.142256,0.7,9465.382256,2414.617744,26%,ENTRY
City,Handbag City Style 37837,Women,2000915447,202202,Carryover,,5/11/20,Emerald,2,C,February,Spring/Summer,1,2,1,2,1,205,50.91,131.4,80.49,0.61,131.4,73.6,56%,MIDDLE
